FECHA,HORA,ATI,CAM,FAC,TLA,TLI,ACO,CUT,SAG,VIF,XAL,BJU,IZT,HGM,MER,AJM,CUA,INN,MGH,SFE,PED,CHO,MPA,TAH,UIZ
12/21/2016,2,22,24,12,20,39,34,17,13,32,44,22,18,15,34,13,17,22,16,17,17,46,15,16,26
12/21/2016,3,23,31,14,17,36,40,34,23,35,29,29,23,26,39,11,18,22,20,18,18,25,18,21,21
12/21/2016,4,12,48,4,34,41,50,2,33,14,33,28,19,34,31,15,13,12,11,13,13,25,23,24,24
12/21/2016,5,14,43,10,29,45,25,14,27,21,44,27,26,24,30,10,11,7,16,11,11,31,16,27,25
12/21/2016,6,12,33,6,22,39,20,32,37,29,46,35,25,24,55,14,17,6,13,13,13,49,20,20,30
12/21/2016,7,13,38,19,51,38,31,47,48,47,84,29,24,23,40,13,15,6,19,13,13,59,18,11,29
12/21/2016,8,90,64,26,55,49,49,85,55,117,120,39,26,45,45,6,18,4,32,15,15,25,19,30,25
12/21/2016,9,117,70,40,70,69,40,166,49,71,116,41,29,46,49,20,15,4,28,17,17,41,20,61,41
12/21/2016,10,28,73,33,116,56,15,20,47,84,97,41,27,41,54,41,7,4,29,20,20,37,24,49,37
12/21/2016,11,15,47,19,47,36,13,15,42,60,61,42,34,42,50,40,22,8,24,24,24,45,40,33,39
12/21/2016,12,40,45,25,49,41,12,42,57,42,58,71,71,71,71,55,39,14,35,36,36,41,29,25,32
12/21/2016,13,29,46,32,44,18,14,9,37,15,28,51,39,51,63,38,28,33,37,34,34,57,51,38,49
12/21/2016,14,25,41,15,51,26,23,14,40,13,27,44,35,44,53,46,30,20,46,36,36,41,55,34,43
12/21/2016,15,24,41,19,40,25,26,19,28,15,26,51,41,51,61,49,39,24,33,36,36,55,61,28,48
12/21/2016,16,21,38,26,57,32,42,59,33,15,62,47,36,45,60,51,28,31,31,35,35,54,61,42,52
12/21/2016,17,21,43,25,25,39,49,63,36,79,56,46,41,50,47,44,44,48,32,42,42,87,52,44,61
12/21/2016,18,98,52,43,68,70,61,40,64,42,73,46,35,54,50,51,51,36,46,46,46,58,39,72,56
12/21/2016,19,75,69,77,66,58,53,69,43,70,59,62,59,59,67,47,62,43,62,54,54,71,32,48,50
12/21/2016,20,82,59,55,88,75,42,132,80,90,55,48,45,47,53,60,57,26,35,45,45,75,17,53,48
12/21/2016,21,69,56,43,75,69,32,100,27,53,48,42,27,50,48,46,43,27,35,38,38,87,30,36,51
12/21/2016,22,74,46,31,36,60,23,81,46,69,71,34,28,36,38,34,39,21,31,31,31,80,39,75,65
12/21/2016,23,79,39,27,43,54,34,80,39,75,76,37,32,32,47,29,43,15,31,30,30,60,31,56,49
12/21/2016,24,47,42,30,39,54,33,79,40,64,76,35,22,35,48,23,45,13,36,29,29,66,22,37,42
12/22/2016,1,56,48,43,37,45,43,79,57,52,62,37,28,33,50,23,32,16,34,26,26,47,19,39,35
12/22/2016,2,29,52,46,49,49,44,75,51,35,76,53,42,47,69,22,23,13,46,26,26,47,17,49,38
12/22/2016,3,30,64,43,28,43,48,44,52,29,74,46,38,45,56,22,22,18,32,24,24,70,18,50,46
12/22/2016,4,29,41,28,27,47,47,34,52,48,91,46,34,39,64,24,30,16,19,22,22,74,19,48,47
12/22/2016,5,52,35,18,20,46,46,39,49,46,79,44,30,37,64,20,24,17,25,22,22,52,18,36,35
12/22/2016,6,64,78,25,36,59,47,54,61,36,103,56,48,48,71,24,19,16,33,23,23,64,17,28,36
12/22/2016,7,81,77,33,77,66,46,103,56,45,122,44,36,47,48,26,33,10,43,28,28,96,13,31,47
12/22/2016,8,85,79,59,58,81,44,121,62,101,141,57,45,54,72,30,68,9,31,35,35,123,21,55,66
12/22/2016,9,141,62,68,67,98,44,177,71,134,136,67,43,59,99,48,69,12,51,45,45,118,30,74,74
12/22/2016,10,67,65,49,72,90,34,95,107,115,123,61,47,56,79,54,34,19,39,37,37,122,44,60,75
12/22/2016,11,36,73,47,75,87,29,76,100,51,123,57,53,55,62,59,45,23,50,44,44,115,51,57,74
12/22/2016,12,34,76,32,72,49,32,68,68,31,142,65,49,60,85,69,38,27,42,44,44,69,58,41,56
12/22/2016,13,35,83,52,76,41,33,51,65,39,66,69,43,78,86,51,32,26,47,39,39,80,51,54,62
12/22/2016,14,38,78,51,70,23,31,66,44,23,39,59,53,58,66,42,40,29,66,44,44,74,51,40,55
12/22/2016,15,32,65,39,42,48,15,83,40,107,44,37,37,28,46,50,41,34,38,41,41,81,66,62,70
12/22/2016,16,69,54,35,71,64,18,63,28,59,48,37,26,29,57,43,48,38,36,41,41,93,67,55,72
12/22/2016,17,84,67,60,66,52,26,65,44,61,62,37,27,44,39,46,40,33,35,39,39,72,68,80,73
12/22/2016,18,66,62,66,66,68,35,97,48,77,79,60,40,61,80,61,57,33,46,49,49,57,47,106,70
12/22/2016,19,52,64,42,56,67,55,81,69,86,86,66,60,51,87,71,78,35,39,56,56,53,31,10,31
12/22/2016,20,78,59,44,61,64,64,96,61,76,94,55,39,40,87,56,51,29,32,42,42,59,23,36,39
12/22/2016,21,88,54,47,60,52,45,104,125,71,110,51,35,40,78,42,58,26,28,39,39,54,21,86,54
12/22/2016,22,90,47,43,61,63,43,64,106,52,111,43,31,38,60,32,44,22,29,32,32,43,20,73,45
12/22/2016,23,63,40,24,50,73,54,59,82,90,98,43,33,38,58,25,37,19,29,28,28,40,20,48,36
12/22/2016,24,52,39,21,40,47,49,53,50,57,97,38,31,33,49,24,32,18,25,25,25,58,19,43,40
12/23/2016,1,30,29,21,28,32,36,67,39,57,75,34,34,27,42,25,28,18,32,26,26,45,20,62,42
12/23/2016,2,20,22,48,34,46,53,72,45,49,79,26,25,24,28,24,30,18,35,27,27,48,17,29,31
12/23/2016,3,19,25,34,29,37,34,35,44,30,84,30,25,21,43,25,33,19,25,26,26,49,18,66,44
12/23/2016,4,46,26,32,31,21,39,44,34,24,88,32,21,23,51,23,31,18,23,24,24,69,22,34,42
12/23/2016,5,59,26,36,39,36,41,50,44,42,67,47,36,39,65,26,28,14,30,25,25,62,20,24,35
12/23/2016,6,58,38,41,48,54,46,54,49,47,95,36,35,43,29,24,37,10,44,29,29,70,15,25,37
12/23/2016,7,108,51,51,67,59,43,85,67,63,90,44,36,47,49,25,36,8,27,24,24,78,15,41,45
12/23/2016,8,101,64,61,79,90,20,92,96,82,121,57,38,53,79,29,49,6,33,29,29,144,18,59,74
12/23/2016,9,80,68,80,82,98,14,80,118,73,140,68,39,64,101,35,56,7,51,37,37,120,21,78,73
12/23/2016,10,92,98,89,101,124,24,93,146,116,151,91,61,96,117,51,77,9,59,49,49,102,43,68,71
12/23/2016,11,68,107,65,95,140,37,112,154,128,181,103,73,106,129,54,69,17,71,53,53,83,51,65,66
12/23/2016,12,114,134,79,116,135,41,120,138,98,181,103,77,108,123,57,81,22,92,63,63,70,47,75,64
12/23/2016,13,131,134,95,119,114,48,91,106,70,130,93,75,98,107,66,86,23,78,63,63,52,53,58,54
12/23/2016,14,108,92,84,123,95,50,65,83,52,96,71,50,80,84,89,92,21,71,68,68,61,61,69,64
12/23/2016,15,81,78,58,66,78,47,78,91,58,85,81,61,84,98,67,73,20,73,58,58,58,18,32,36
12/23/2016,16,59,78,56,76,74,42,91,60,54,84,52,39,51,67,50,68,14,45,44,44,57,24,31,37
12/23/2016,17,73,68,59,62,53,38,98,61,66,66,32,21,29,47,34,60,13,45,38,38,55,26,37,39
12/23/2016,18,72,56,75,79,89,57,102,83,97,96,53,40,36,82,31,53,15,41,35,35,52,29,44,42
12/23/2016,19,183,65,115,124,115,107,141,103,175,96,60,49,55,76,28,63,16,43,38,38,66,35,39,47
12/23/2016,20,103,82,116,107,109,109,116,75,154,90,47,41,51,50,26,78,21,44,42,42,88,24,31,48
12/23/2016,21,83,107,84,100,108,114,108,85,120,80,61,42,52,88,31,66,23,63,46,46,61,21,83,55
12/23/2016,22,74,122,67,101,147,97,83,139,158,158,81,54,90,99,49,60,32,52,48,48,77,28,93,66
12/23/2016,23,69,112,69,88,139,95,95,136,111,185,94,72,85,126,52,46,45,46,47,47,66,50,75,64
12/23/2016,24,67,100,65,102,119,101,136,136,111,156,88,69,76,120,55,54,42,46,49,49,50,66,79,65
12/24/2016,1,48,96,82,86,79,90,87,159,135,157,79,77,59,114,41,37,32,37,37,37,51,59,86,65
12/24/2016,2,47,82,67,75,78,64,63,155,138,154,71,64,63,120,31,43,24,44,36,36,68,58,67,64
12/24/2016,3,70,63,52,65,63,64,61,91,144,147,69,64,65,123,26,34,18,47,31,31,57,47,49,51
12/24/2016,4,70,60,49,69,64,59,66,83,97,115,70,62,62,104,23,36,14,54,32,32,63,32,57,51
12/24/2016,5,56,52,38,46,73,55,65,84,89,107,61,61,73,79,24,33,13,49,30,30,64,31,55,50
12/24/2016,6,50,50,34,29,75,53,57,95,85,123,63,50,59,88,25,18,18,41,26,26,80,27,53,53
12/24/2016,7,54,53,40,54,129,55,76,90,104,126,65,57,67,94,22,37,16,54,32,32,111,26,47,61
12/24/2016,8,118,81,64,48,133,49,136,90,114,169,66,59,63,104,24,15,17,53,27,27,133,26,67,75
12/24/2016,9,90,110,76,56,158,62,132,82,134,162,78,59,67,126,44,34,23,63,41,41,113,37,92,81
12/24/2016,10,82,113,87,90,167,56,88,83,179,173,75,57,87,127,65,30,25,79,50,50,81,41,71,64
12/24/2016,11,63,109,73,72,125,52,123,107,154,185,80,60,96,125,65,40,32,71,52,52,89,65,85,80
12/24/2016,12,19,90,30,74,59,66,64,125,86,160,62,58,74,98,41,38,36,39,39,39,85,48,35,56
12/24/2016,13,21,69,28,78,49,88,29,107,12,126,58,42,38,82,41,27,37,40,36,36,73,52,13,46
12/24/2016,14,40,61,27,88,60,82,36,58,20,84,56,29,36,58,45,44,38,46,43,43,29,51,38,39
12/24/2016,15,33,58,42,40,54,56,58,63,20,29,56,44,59,68,46,45,30,44,41,41,61,29,41,44
12/24/2016,16,45,52,47,71,45,48,42,24,13,50,56,48,67,59,43,46,26,47,41,41,54,34,27,38
12/24/2016,17,45,54,34,37,37,54,43,53,34,80,52,49,49,51,48,49,23,44,41,41,52,30,46,43
12/24/2016,18,54,64,42,57,45,71,50,75,113,102,41,44,40,57,39,40,21,41,35,35,43,31,58,44
12/24/2016,19,94,53,70,66,104,87,101,118,125,94,41,38,40,59,32,36,15,28,28,28,53,25,41,40
12/24/2016,20,77,37,47,88,71,77,135,75,107,63,44,39,39,53,34,36,18,31,30,30,69,17,50,45
12/24/2016,21,49,48,58,97,101,73,129,68,99,107,52,42,40,76,46,39,16,30,33,33,71,12,68,50
12/24/2016,22,60,57,56,57,93,93,154,64,154,128,63,49,31,95,36,38,19,32,31,31,58,19,106,61
12/24/2016,23,91,67,84,80,92,133,132,107,160,107,65,87,54,104,43,48,14,43,37,37,42,20,110,57
12/24/2016,24,100,63,93,68,100,165,142,126,339,168,76,114,74,98,35,39,12,28,29,29,74,11,125,70
12/25/2016,1,123,64,96,96,122,177,161,99,264,153,92,111,85,123,26,41,12,52,33,33,126,9,115,83
12/25/2016,2,74,85,127,138,146,218,149,126,277,257,101,141,87,130,26,88,18,101,58,58,116,13,144,91
12/25/2016,3,129,120,124,115,133,159,169,223,382,232,99,144,88,124,21,121,20,98,65,65,106,15,145,89
12/25/2016,4,109,104,125,68,143,140,193,219,314,193,106,130,86,135,30,84,16,78,52,52,221,16,108,115
12/25/2016,5,95,110,99,81,160,140,121,230,316,230,118,98,93,102,32,25,9,67,33,33,131,15,88,78
12/25/2016,6,102,109,81,87,190,124,132,151,305,287,112,92,96,136,25,34,8,101,42,42,203,13,74,97
12/25/2016,7,77,117,61,79,216,82,158,112,334,242,110,89,89,193,31,34,10,109,46,46,146,11,93,83
12/25/2016,8,76,123,52,46,288,71,183,121,260,204,110,96,97,158,24,30,8,99,40,40,136,15,93,81
12/25/2016,9,80,127,48,53,254,61,149,98,262,188,97,95,102,151,26,11,9,97,36,36,115,17,109,80
12/25/2016,10,76,194,51,112,229,53,114,106,233,177,96,98,97,166,48,19,5,101,43,43,71,18,91,60
12/25/2016,11,85,166,58,142,143,63,127,85,174,110,105,80,101,151,70,37,7,78,48,48,40,24,37,34
12/25/2016,12,106,93,63,80,71,35,90,54,108,63,86,58,75,77,51,52,15,71,47,47,7,27,19,18
12/25/2016,13,46,55,37,63,27,29,67,38,43,58,44,46,46,49,34,53,22,51,40,40,15,26,10,17
12/25/2016,14,18,62,17,46,15,41,44,52,16,67,35,22,50,44,30,29,40,40,35,35,27,18,28,24
12/25/2016,15,31,55,32,39,39,43,28,53,21,48,33,17,50,44,33,44,39,32,37,37,23,26,22,24
12/25/2016,16,38,58,35,44,44,37,31,43,24,52,39,26,28,30,32,24,46,34,34,34,23,31,32,29
12/25/2016,17,49,49,45,35,33,36,30,44,41,54,48,34,35,41,33,37,100,42,53,53,37,40,76,51
12/25/2016,18,55,44,53,74,43,47,99,50,63,56,46,36,30,51,41,37,46,48,43,43,34,26,62,41
12/25/2016,19,82,71,57,84,89,93,48,59,95,72,49,43,40,60,45,53,29,56,46,46,29,22,26,26
12/25/2016,20,74,56,77,100,103,74,103,70,154,69,40,59,44,49,38,63,53,38,48,48,25,22,31,26
12/25/2016,21,101,45,59,69,59,58,142,70,85,70,40,43,35,58,39,46,34,35,39,39,36,25,30,30
12/25/2016,22,104,45,74,60,43,65,110,63,66,73,33,53,38,90,45,26,22,31,31,31,31,26,60,39
12/25/2016,23,78,81,73,60,68,74,96,60,61,73,43,42,44,99,34,20,19,20,23,23,27,31,62,40
12/25/2016,24,39,73,46,61,99,65,97,108,110,84,53,41,26,76,29,18,16,19,21,21,25,13,22,20
12/26/2016,1,35,55,38,51,84,68,84,85,112,64,44,44,36,76,25,24,16,20,21,21,22,9,43,25
12/26/2016,2,45,48,38,52,66,68,74,62,88,64,40,34,39,35,16,25,14,32,22,22,14,11,38,21
12/26/2016,3,40,73,23,43,47,56,50,58,50,63,36,32,33,51,14,36,11,34,24,24,10,15,19,15
12/26/2016,4,38,59,24,49,43,56,44,72,56,83,33,28,36,41,15,20,10,31,19,19,19,9,17,15
12/26/2016,5,40,46,25,48,49,59,41,63,57,72,32,26,30,35,16,9,7,32,16,16,35,14,18,22
12/26/2016,6,52,38,29,61,47,52,42,59,92,107,29,25,31,61,11,12,7,31,15,15,43,7,16,22
12/26/2016,7,97,55,41,69,61,51,69,81,94,110,40,31,34,81,8,25,3,35,18,18,56,6,27,30
12/26/2016,8,103,65,58,62,80,45,126,109,105,161,45,32,50,85,12,37,4,50,26,26,68,7,33,36
12/26/2016,9,121,95,70,82,99,46,146,131,110,169,52,18,60,93,20,35,8,40,26,26,102,14,56,57
12/26/2016,10,89,105,78,68,118,38,157,150,133,158,53,30,68,93,43,29,13,57,36,36,73,13,50,45
12/26/2016,11,58,102,69,111,100,36,90,97,99,135,61,93,73,79,45,40,19,60,41,41,58,22,48,43
12/26/2016,12,60,87,26,118,85,23,76,72,87,106,64,45,56,72,40,40,19,54,38,38,32,22,39,31
12/26/2016,13,36,45,8,75,60,31,36,65,34,72,36,38,42,59,13,15,24,30,21,21,22,37,27,29
12/26/2016,14,48,41,31,38,34,29,29,60,32,55,27,22,46,45,17,26,23,32,25,25,19,28,11,19
12/26/2016,15,60,41,28,72,35,36,35,63,33,50,31,27,46,57,26,25,22,26,25,25,35,21,33,30
12/26/2016,16,52,39,37,44,34,28,36,58,35,56,38,26,32,43,32,36,29,34,33,33,43,20,30,31
12/26/2016,17,59,42,41,77,34,33,57,51,39,50,45,32,33,79,33,38,49,33,38,38,48,26,34,36
12/26/2016,18,71,45,71,58,52,49,80,62,79,59,46,38,38,92,36,37,29,35,34,34,52,27,52,44
12/26/2016,19,85,83,90,72,81,66,109,90,119,85,62,46,60,83,37,69,22,46,44,44,73,29,38,47
12/26/2016,20,111,78,84,95,88,62,65,79,83,139,71,42,49,105,33,66,32,49,45,45,91,26,67,61
12/26/2016,21,73,64,53,86,43,50,68,64,31,76,54,46,40,71,57,55,33,35,45,45,78,34,70,61
12/26/2016,22,58,50,34,40,35,45,61,61,33,58,43,36,34,53,49,57,39,34,45,45,92,45,84,74
12/26/2016,23,66,51,40,49,31,36,41,47,23,48,40,29,34,53,42,46,32,27,37,37,77,52,48,59
12/26/2016,24,36,47,28,44,59,28,58,40,64,27,40,30,29,43,39,28,27,27,30,30,66,42,39,49
12/27/2016,1,17,38,16,43,41,53,63,35,73,41,34,26,28,54,31,35,23,24,28,28,45,33,28,35
12/27/2016,2,17,48,20,96,65,54,48,39,71,59,26,27,24,43,21,25,18,18,21,21,34,25,37,32
12/27/2016,3,17,56,23,55,46,53,57,52,39,65,76,30,26,55,19,20,12,19,18,18,46,25,49,40
12/27/2016,4,21,33,26,60,37,55,57,65,32,64,53,38,30,59,17,20,10,22,17,17,47,20,19,29
12/27/2016,5,35,34,30,30,48,75,48,84,100,66,32,47,35,79,16,20,6,20,16,16,59,16,27,34
12/27/2016,6,33,38,27,12,60,77,49,86,71,102,47,53,50,78,19,22,8,30,20,20,73,18,49,47
12/27/2016,7,37,40,40,33,71,89,53,75,87,140,42,53,58,96,22,23,5,33,21,21,62,25,55,47
12/27/2016,8,91,66,56,54,106,116,80,123,112,148,50,53,48,118,24,40,6,42,28,28,95,27,57,60
12/27/2016,9,142,75,70,104,115,119,101,124,89,163,70,58,69,97,39,42,7,54,36,36,105,20,71,65
12/27/2016,10,67,90,81,65,113,128,82,145,115,169,77,56,75,132,49,42,9,55,39,39,106,36,76,73
12/27/2016,11,134,110,64,117,121,121,81,132,107,164,86,72,86,131,60,52,13,71,49,49,72,46,67,62
12/27/2016,12,121,124,114,142,105,86,60,79,67,137,101,82,105,137,61,64,30,91,62,62,115,57,89,87
12/27/2016,13,101,95,48,103,48,56,39,78,28,77,109,114,108,126,66,70,46,73,64,64,95,71,66,77
12/27/2016,14,41,105,24,76,22,29,13,48,28,28,88,57,89,54,72,51,52,51,57,57,59,61,50,57
12/27/2016,15,19,84,42,37,13,14,8,12,2,32,57,31,61,57,76,46,67,55,61,61,65,42,35,47
12/27/2016,16,26,49,38,42,31,24,25,32,7,30,42,23,26,55,41,50,70,41,51,51,57,51,48,52
12/27/2016,17,53,40,41,51,26,36,36,28,42,38,40,31,21,31,39,50,67,38,49,49,58,45,57,53
12/27/2016,18,104,52,64,52,44,71,87,50,97,48,47,38,32,50,53,43,46,37,45,45,75,49,67,64
12/27/2016,19,335,88,88,72,138,111,91,73,189,90,70,41,46,80,60,66,32,46,51,51,86,43,87,72
12/27/2016,20,117,94,93,152,88,80,63,76,89,91,70,67,56,101,58,70,40,45,53,53,86,45,65,65
12/27/2016,21,74,56,58,83,49,47,54,47,46,42,57,50,41,42,63,49,32,36,45,45,36,55,124,72
12/27/2016,22,59,43,34,32,32,33,44,33,31,25,40,33,29,50,37,40,31,20,32,32,63,49,52,55
12/27/2016,23,40,35,25,28,30,42,45,42,60,20,22,24,23,26,30,29,21,20,25,25,61,36,38,45
12/27/2016,24,34,35,23,32,37,34,36,34,42,25,28,21,22,32,21,25,22,17,21,21,29,24,23,25
12/28/2016,1,26,30,19,34,31,27,28,27,34,19,26,26,24,37,25,22,15,20,21,21,21,26,24,24
12/28/2016,2,26,29,12,19,26,21,28,21,21,15,26,22,22,30,19,16,16,18,17,17,32,27,14,24
12/28/2016,3,17,33,12,28,27,27,44,27,21,15,21,17,23,21,17,17,19,16,17,17,39,24,17,27
12/28/2016,4,10,27,6,24,19,19,27,19,16,15,22,16,19,32,18,10,13,17,15,15,51,27,5,28
12/28/2016,5,14,25,1,20,14,15,32,15,5,9,17,14,19,25,19,14,13,17,16,16,53,21,16,30
12/28/2016,6,16,41,9,23,15,33,41,33,24,33,16,13,18,24,17,15,14,20,17,17,101,17,29,49
12/28/2016,7,30,37,13,24,21,82,116,82,82,48,24,15,15,31,16,16,13,22,17,17,77,21,12,37
12/28/2016,8,84,29,20,29,6,61,52,61,61,70,17,22,22,37,18,13,14,17,16,16,115,19,37,57
12/28/2016,9,36,31,18,25,11,57,55,57,57,58,32,20,27,50,21,12,13,26,18,18,123,29,33,62
12/28/2016,10,35,29,8,41,7,61,61,61,61,61,27,17,25,41,28,28,15,26,24,24,54,21,32,36
12/28/2016,11,22,38,19,35,7,35,6,35,35,64,32,23,26,49,29,36,19,24,27,27,21,26,19,22
12/28/2016,12,1,49,18,48,31,40,21,40,40,58,47,21,24,39,39,46,19,38,36,36,22,27,13,21
12/28/2016,13,24,50,5,51,35,39,17,39,39,61,39,30,25,61,34,34,31,41,35,35,32,36,16,28
12/28/2016,14,17,37,8,29,35,38,27,38,38,49,49,25,24,51,38,27,38,35,35,35,28,39,19,29
12/28/2016,15,39,46,36,30,38,32,23,32,32,40,41,25,39,64,38,29,30,31,32,32,31,29,6,22
12/28/2016,16,38,36,13,42,36,24,20,24,24,28,43,25,48,33,37,31,36,32,34,34,25,35,7,22
12/28/2016,17,43,20,10,36,21,28,26,28,28,30,39,31,42,34,39,30,36,30,34,34,80,31,20,44
12/28/2016,18,71,32,24,40,25,64,67,62,63,63,37,22,35,49,52,30,28,32,36,36,81,28,76,62
12/28/2016,19,123,55,73,69,97,120,105,128,170,75,53,41,46,46,40,50,19,54,41,41,56,33,76,55
12/28/2016,20,84,76,84,106,82,99,112,110,93,81,61,45,46,56,40,60,25,42,42,42,65,20,31,39
12/28/2016,21,78,73,73,70,82,93,89,93,114,75,66,41,46,68,48,68,30,44,48,48,47,21,35,34
12/28/2016,22,74,65,56,33,83,79,98,67,101,50,53,45,41,77,40,37,27,39,36,36,51,21,70,47
12/28/2016,23,73,40,46,46,56,56,53,50,84,37,36,42,26,69,35,37,25,28,31,31,54,17,65,45
12/28/2016,24,43,36,25,27,61,38,44,35,52,21,25,29,22,48,36,28,21,21,27,27,36,30,73,46
12/29/2016,1,28,26,17,24,41,31,26,27,45,26,24,32,19,35,26,38,16,19,25,25,53,43,52,49
12/29/2016,2,15,39,14,25,29,32,24,27,34,41,18,27,21,44,24,32,13,18,22,22,55,21,57,44
12/29/2016,3,26,45,11,39,26,31,23,30,24,45,21,25,26,32,23,26,14,21,21,21,49,23,37,36
12/29/2016,4,28,35,32,33,25,33,24,36,16,55,33,30,34,48,21,24,9,17,18,18,42,28,37,36
12/29/2016,5,20,32,5,29,25,34,22,42,21,52,28,31,41,49,31,22,11,21,21,21,43,26,27,32
12/29/2016,6,16,25,24,24,32,43,29,40,43,59,32,27,21,32,32,19,6,20,19,19,67,28,29,41
12/29/2016,7,32,27,22,30,38,43,42,36,24,70,44,31,31,45,37,20,9,20,22,22,78,43,44,55
12/29/2016,8,62,33,51,18,41,58,49,51,43,89,40,35,36,58,34,29,11,29,26,26,115,48,66,76
12/29/2016,9,77,45,53,43,57,91,89,70,94,112,43,46,38,59,48,32,4,35,30,30,91,49,83,74
12/29/2016,10,58,66,43,60,71,102,104,80,95,129,53,36,51,48,58,49,7,42,39,39,85,54,62,67
12/29/2016,11,44,81,28,73,51,97,68,96,89,133,61,43,42,81,52,42,48,49,48,48,79,65,68,71
12/29/2016,12,7,48,39,60,41,76,57,88,52,107,50,42,41,72,20,25,22,22,22,22,61,62,38,54
12/29/2016,13,18,37,17,63,6,38,43,53,18,37,29,37,35,60,15,22,18,17,18,18,66,41,21,43
12/29/2016,14,108,28,14,50,50,44,32,76,8,59,23,18,30,31,15,35,25,24,25,25,48,40,33,40
12/29/2016,15,54,42,35,20,28,50,77,52,22,50,36,21,42,55,29,24,28,31,28,28,49,48,49,49
12/29/2016,16,52,38,39,57,73,89,81,90,133,53,36,20,30,40,35,38,35,31,35,35,34,42,38,38
12/29/2016,17,130,40,159,164,155,230,113,467,223,116,41,36,23,86,41,49,42,37,42,42,42,38,83,54
12/29/2016,18,170,105,195,166,215,323,189,703,179,221,139,87,75,199,93,116,92,68,92,92,139,131,212,161
12/29/2016,19,140,116,159,118,166,237,116,405,237,190,123,91,66,172,97,114,90,60,90,90,98,142,174,138
12/29/2016,20,59,57,72,41,64,101,45,100,101,158,59,79,44,86,78,102,72,36,72,72,113,110,165,129
12/29/2016,21,33,42,34,16,38,49,41,49,49,56,37,39,23,65,51,60,46,27,46,46,111,62,48,74
12/29/2016,22,25,32,22,30,17,33,46,28,33,24,25,70,20,45,30,23,23,16,23,23,39,40,77,52
12/29/2016,23,23,25,16,27,25,25,26,27,25,23,22,20,17,29,23,22,20,15,20,20,57,26,26,36
12/29/2016,24,19,24,12,27,11,18,11,27,18,17,16,12,10,14,18,15,15,12,15,15,43,20,24,29
12/30/2016,1,13,19,6,20,6,11,8,8,11,16,13,12,12,11,17,11,8,11,12,12,23,12,6,14
12/30/2016,2,13,20,6,19,6,6,2,10,6,7,9,13,8,15,11,7,5,9,8,8,32,11,22,22
12/30/2016,3,11,17,1,18,7,11,11,11,11,10,8,7,8,19,11,10,7,9,9,9,24,11,18,18
12/30/2016,4,12,12,4,22,8,9,8,10,12,6,7,6,7,14,8,7,6,9,8,8,4,6,10,7
12/30/2016,5,13,13,4,24,11,9,12,4,9,9,3,4,7,9,11,4,8,10,8,8,40,7,3,17
12/30/2016,6,18,12,15,37,8,13,16,17,4,14,6,3,7,5,12,5,6,8,8,8,37,8,9,18
12/30/2016,7,13,16,3,21,10,14,21,8,11,16,8,4,7,15,12,8,7,10,9,9,30,7,14,17
12/30/2016,8,20,17,12,35,14,18,21,18,15,19,15,9,10,14,14,8,3,12,9,9,27,6,14,16
12/30/2016,9,26,43,11,30,20,29,21,25,47,22,17,15,10,26,21,16,7,12,14,14,30,14,23,22
12/30/2016,10,29,37,18,20,41,26,32,25,25,22,22,11,14,24,15,15,8,17,14,14,36,19,18,24
12/30/2016,11,29,40,15,36,25,28,28,35,24,23,18,8,18,14,20,18,10,20,17,17,41,17,22,27
12/30/2016,12,27,31,13,35,27,27,24,33,28,23,24,10,25,35,21,19,11,23,19,19,33,22,22,26
12/30/2016,13,30,32,21,44,24,32,24,38,32,35,27,24,24,24,25,14,11,26,19,19,37,24,30,30
12/30/2016,14,34,39,24,47,24,30,32,25,31,31,29,24,19,30,21,20,17,30,22,22,35,31,28,31
12/30/2016,15,33,37,22,44,30,26,24,19,33,29,26,15,24,47,31,19,26,26,26,26,26,34,34,31
12/30/2016,16,34,44,26,44,22,27,22,35,21,29,34,25,28,40,30,34,30,29,31,31,38,39,31,36
12/30/2016,17,32,49,25,24,30,32,36,24,24,42,38,29,32,49,31,29,30,30,30,30,40,40,35,38
12/30/2016,18,42,40,38,44,47,47,46,43,33,64,44,41,43,45,37,40,36,30,36,36,57,42,53,51
12/30/2016,19,64,51,55,78,73,75,60,62,99,77,41,39,36,49,43,47,42,37,42,42,88,42,60,63
12/30/2016,20,69,64,74,78,61,64,57,50,83,67,54,46,54,64,40,49,28,46,41,41,71,32,39,47
12/30/2016,21,60,65,53,61,62,63,56,53,75,68,54,49,44,76,37,52,23,47,40,40,54,25,83,54
12/30/2016,22,60,68,47,67,58,62,54,49,73,73,47,47,42,68,46,40,24,45,39,39,56,20,81,52
12/30/2016,23,56,69,52,52,50,63,56,38,82,76,42,44,41,61,41,38,20,42,35,35,46,20,59,42
12/30/2016,24,53,59,38,60,56,63,61,39,67,86,42,41,38,63,53,45,22,35,39,39,32,16,51,33
12/31/2016,1,51,57,27,68,51,66,69,59,54,80,37,37,34,70,37,39,21,34,33,33,23,14,52,30
12/31/2016,2,46,54,28,65,38,51,43,58,41,61,42,37,34,55,39,38,18,30,31,31,17,19,33,23
12/31/2016,3,40,53,26,48,31,43,40,41,29,62,39,35,34,49,35,30,13,37,29,29,15,23,27,22
12/31/2016,4,43,55,34,34,47,41,34,42,39,47,37,33,41,55,32,17,9,39,24,24,22,20,14,19
