FECHA,HORA,ATI,CAM,FAC,TLA,TLI,ACO,CUT,SAG,VIF,XAL,BJU,IZT,HGM,MER,AJM,CUA,INN,MGH,SFE,PED,CHO,MPA,TAH,UIZ
12/31/2016,5,51,59,28,46,69,47,33,62,46,47,40,35,33,39,29,13,7,29,20,20,36,18,31,28
12/31/2016,6,53,62,29,57,64,52,28,52,51,77,38,32,36,41,14,14,10,29,17,17,31,13,30,25
12/31/2016,7,51,63,33,39,69,51,39,47,38,80,43,36,42,32,11,16,18,34,20,20,46,16,20,27
12/31/2016,8,65,64,57,62,75,78,69,50,82,110,44,36,34,49,14,18,38,36,27,27,75,13,34,41
12/31/2016,9,78,75,83,72,80,107,137,71,115,103,45,25,32,43,23,20,19,40,26,26,110,18,56,61
12/31/2016,10,77,73,55,90,88,75,67,64,89,80,41,32,46,62,39,19,18,40,29,29,90,31,60,60
12/31/2016,11,77,65,74,84,84,83,86,55,109,83,44,41,61,61,31,26,12,43,28,28,24,21,45,30
12/31/2016,12,46,50,21,67,45,81,78,70,97,77,33,21,48,50,32,20,14,38,26,26,22,22,22,22
12/31/2016,13,24,27,7,37,24,38,17,38,38,59,28,20,34,31,28,17,18,21,21,21,15,15,15,15
12/31/2016,14,32,22,19,56,32,33,35,33,24,40,18,13,22,32,25,29,25,23,26,26,17,17,24,19
12/31/2016,15,31,31,23,39,31,39,22,46,39,48,24,16,12,35,24,27,35,21,27,27,72,21,12,35
12/31/2016,16,39,31,23,64,37,56,37,71,66,48,28,29,9,50,28,35,30,22,29,29,89,24,40,51
12/31/2016,17,40,38,32,48,40,59,33,78,63,60,32,30,15,54,29,39,24,19,28,28,67,24,79,57
12/31/2016,18,38,28,44,38,42,55,51,62,53,53,35,35,25,55,28,34,22,25,27,27,49,31,48,43
12/31/2016,19,50,41,49,50,59,63,41,77,59,74,29,28,26,52,28,34,18,25,26,26,37,32,39,36
12/31/2016,20,54,45,48,54,68,84,65,64,128,79,31,30,26,31,26,38,18,25,27,27,52,27,42,40
12/31/2016,21,44,40,38,42,55,78,64,71,101,76,29,34,26,53,31,34,17,23,26,26,49,23,48,40
12/31/2016,22,50,31,51,70,49,71,51,50,112,69,30,34,22,48,43,33,16,22,29,29,58,22,79,53
12/31/2016,23,61,39,78,54,74,94,62,71,145,97,35,32,21,49,41,31,16,23,28,28,57,21,107,62
12/31/2016,24,82,42,112,65,110,117,99,100,174,94,55,57,57,59,37,37,37,36,37,37,55,24,105,61
