FECHA,HORA,SAG,VIF,XAL,ATI,CAM,CUT,FAC,TLA,TLI,BJU,HGM,IZT,MER,ACO,CHO,MPA,TAH,UIZ,AJM,CUA,INN,MGH,PED,SFE
12/30/2016,21,5,2,3,3,1,5,3,3,3,1,1,2,2,3,20,47,22,24,49,2,30,3,12,4
12/30/2016,22,5,2,2,2,1,1,7,3,2,2,1,1,1,4,12,43,12,4,27,22,33,4,1,6
12/30/2016,23,5,1,3,1,1,0,3,3,1,1,0,1,1,1,15,40,18,3,18,19,35,2,2,6
12/30/2016,24,2,1,3,4,1,1,2,3,1,1,0,1,1,1,14,34,10,3,6,3,33,1,3,3
12/31/2016,1,2,1,3,5,1,1,1,3,1,1,0,0,1,1,4,32,3,3,23,5,43,1,16,12
12/31/2016,2,2,0,2,1,1,1,1,3,2,1,0,1,1,0,4,31,3,3,14,13,40,1,16,7
12/31/2016,3,1,1,3,1,1,0,1,3,1,0,0,1,1,1,2,31,9,2,22,15,28,1,7,21
12/31/2016,4,1,1,2,1,1,0,1,3,1,0,0,1,1,0,2,34,9,3,9,35,28,1,6,21
12/31/2016,5,1,2,3,1,1,1,1,3,1,1,0,1,1,0,2,39,6,2,23,33,28,1,15,20
12/31/2016,6,1,1,2,1,1,1,1,3,1,0,0,1,1,0,2,34,13,3,36,27,25,1,15,22
12/31/2016,7,1,1,2,1,1,1,1,3,1,1,0,1,1,1,2,31,9,3,33,28,25,1,2,13
12/31/2016,8,1,1,3,1,1,1,1,3,1,1,2,2,2,1,2,33,3,3,27,18,25,2,2,12
12/31/2016,9,4,3,5,4,3,1,3,5,2,6,7,8,7,6,4,33,7,9,22,29,31,6,13,20
12/31/2016,10,13,8,17,13,12,9,13,12,6,18,17,16,17,16,13,40,20,22,27,35,45,17,22,34
12/31/2016,11,30,22,35,23,27,25,30,31,24,35,32,34,33,33,34,48,40,42,39,37,47,30,36,40
12/31/2016,12,51,38,52,36,47,51,50,46,45,48,49,50,48,48,49,50,51,54,49,40,50,46,54,50
12/31/2016,13,56,51,57,48,56,61,61,55,51,54,55,57,52,48,54,52,51,57,60,44,54,55,62,57
12/31/2016,14,68,60,67,61,69,66,69,65,65,66,67,67,62,58,59,55,59,65,69,50,65,61,69,63
12/31/2016,15,82,71,80,70,77,64,77,77,73,70,75,74,68,75,57,57,61,74,72,54,73,66,69,66
12/31/2016,16,87,66,76,61,77,56,70,79,62,72,77,76,68,90,55,60,65,73,73,51,61,70,71,67
12/31/2016,17,72,53,69,39,65,56,66,54,48,58,63,68,58,76,54,62,60,66,56,37,47,51,53,44
12/31/2016,18,43,43,49,34,39,45,36,35,39,38,33,37,30,50,52,61,60,38,42,31,46,28,43,36
12/31/2016,19,30,38,40,22,30,24,9,30,27,35,29,30,23,40,43,56,55,35,42,20,46,21,38,31
12/31/2016,20,30,20,30,24,24,17,7,25,11,21,25,20,22,38,31,51,43,34,40,24,41,26,28,19
12/31/2016,21,21,16,23,25,21,13,6,25,17,19,25,20,13,36,29,47,32,28,28,28,22,30,23,35
12/31/2016,22,21,11,15,10,22,3,4,12,15,24,24,19,11,34,20,40,16,16,14,29,22,33,8,32
12/31/2016,23,13,4,5,4,18,2,1,7,2,15,21,17,16,18,28,38,6,15,23,25,22,23,12,29
12/31/2016,24,7,2,4,2,15,2,2,3,1,6,8,7,3,11,9,39,6,8,29,26,24,15,17,27
